109.241.131.171 - - [04/Feb/2014:18:27:27 -0800] "GET /index.php HTTP/1.0" 200 4249 "http://lifelineprc.com/index.php" "Opera/9.80 (Windows NT 6.1; U; YB/3.5.1; ru) Presto/2.6.30 Version/10.63" "lifelineprc.com"
86.161.11.52 - - [05/Feb/2014:07:28:46 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelineprc.com/" "Mozilla/5.0 (iPad; CPU OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B141 Safari/8536.25" "www.lifelineprc.com"
86.161.11.52 - - [05/Feb/2014:07:28:46 -0800] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelineprc.com/" "Mozilla/5.0 (iPad; CPU OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B141 Safari/8536.25" "www.lifelineprc.com"
86.161.11.52 - - [05/Feb/2014:07:28:46 -0800] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelineprc.com/" "Mozilla/5.0 (iPad; CPU OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B141 Safari/8536.25" "www.lifelineprc.com"
178.137.90.83 - - [05/Feb/2014:07:46:39 -0800] "GET / HTTP/1.1" 200 4249 "http://naphukete.ru/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)" "lifelinepregnancyhelp.org"
178.137.90.83 - - [05/Feb/2014:07:46:40 -0800] "GET / HTTP/1.1" 200 4249 "http://www.reklamuss.ru/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)" "lifelinepregnancyhelp.org"
5.10.83.14 - - [05/Feb/2014:08:22:21 -0800] "GET /services.php?service=tests HTTP/1.1" 200 3930 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
92.249.127.111 - - [05/Feb/2014:09:15:33 -0800] "GET / HTTP/1.1" 200 4249 "http://chimiver.info/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Media Center PC" "lifelinepregnancyhelp.org"
157.56.229.88 - - [05/Feb/2014:09:27:44 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelinepregnancyhelp.org"
65.55.213.47 - - [05/Feb/2014:09:33:35 -0800] "GET /LinnCountyPRC.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  WOW64;  Trident/5.0)" "www.lifelineprc.com"
180.76.5.202 - - [05/Feb/2014:09:44:25 -0800] "GET /services.php HTTP/1.1" 200 3925 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelineprc.com"
46.161.41.24 - - [05/Feb/2014:10:37:09 -0800] "GET /services.php HTTP/1.1" 200 3925 "-" "Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 95) Opera 7.03 [de]" "www.lifelinepregnancyhelp.org"
66.249.73.4 - - [05/Feb/2014:10:44:16 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.lifelineprc.com"
98.249.219.7 - - [05/Feb/2014:11:22:46 -0800] "GET / HTTP/1.1" 200 4249 "http://search.comcast.net/?cat=web&con=betac&form_submit=1&q=lifeline+pregnancy+helpline+mo&top_SearchSubmit=" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "www.lifelineprc.com"
98.249.219.7 - - [05/Feb/2014:11:22:46 -0800] "GET /css/general.css HTTP/1.1" 304 - "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "www.lifelineprc.com"
98.249.219.7 - - [05/Feb/2014:11:22:46 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "www.lifelineprc.com"
98.249.219.7 - - [05/Feb/2014:11:22:47 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "www.lifelineprc.com"
98.249.219.7 - - [05/Feb/2014:11:22:47 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "www.lifelineprc.com"
98.249.219.7 - - [05/Feb/2014:11:22:47 -0800] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "www.lifelineprc.com"
98.249.219.7 - - [05/Feb/2014:11:22:55 -0800] "GET /img/slider/image2.jpg HTTP/1.1" 200 691385 "http://www.lifelineprc.com/contact.php" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "www.lifelineprc.com"
134.249.49.231 - - [05/Feb/2014:11:28:58 -0800] "GET / HTTP/1.1" 200 4249 "http://pornoforadult.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; KTXN)" "lifelinepregnancyhelp.org"
134.249.49.231 - - [05/Feb/2014:11:29:00 -0800] "GET / HTTP/1.1" 200 4249 "http://pornoforadult.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; KTXN)" "lifelinepregnancyhelp.org"
208.115.113.92 - - [05/Feb/2014:11:35:16 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelinepregnancyhelp.org"
184.73.16.104 - - [05/Feb/2014:13:03:19 -0800] "GET /robots.txt HTTP/1.0" 404 73 "-" "Python-urllib/1.17" "lifelineprc.com"
184.73.16.104 - - [05/Feb/2014:13:03:19 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.2" "lifelineprc.com"
184.73.16.104 - - [05/Feb/2014:13:03:20 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://lifelineprc.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.2" "lifelineprc.com"
184.73.16.104 - - [05/Feb/2014:13:03:20 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://lifelineprc.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.2" "lifelineprc.com"
184.73.16.104 - - [05/Feb/2014:13:03:23 -0800] "GET /about.php HTTP/1.1" 200 4968 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.2" "lifelineprc.com"
208.115.113.92 - - [05/Feb/2014:13:40:06 -0800] "GET /index.php HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelinepregnancyhelp.org"
157.56.92.172 - - [05/Feb/2014:13:54:21 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelineprc.com"
82.193.99.33 - - [05/Feb/2014:15:12:15 -0800] "GET / HTTP/1.1" 200 4249 "http://goshistory.org/" "Mozilla/0.91 Beta (Windows)" "lifelinepregnancyhelp.org"
82.193.99.33 - - [05/Feb/2014:15:12:16 -0800] "GET / HTTP/1.1" 200 4249 "http://goshistory.org/" "Mozilla/0.91 Beta (Windows)" "lifelinepregnancyhelp.org"
82.193.99.33 - - [05/Feb/2014:15:12:17 -0800] "GET / HTTP/1.1" 200 4249 "http://goshistory.org/" "Mozilla/0.91 Beta (Windows)" "lifelinepregnancyhelp.org"
157.55.32.146 - - [05/Feb/2014:15:18:25 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
